meso_num	plant_id	plant_sp	height_i_cm	height_f_cm	dead_all	above_biomass_g	belowBEF_biomass_g
245	sp3	VCO	3.5	4	NA	0.0095	NA
245	sp4	VVI	1.7	1.6	NA	0.0016	NA
245	sp5	VMA	3.3	4.3	NA	0.0041	NA
245	sp6	PJA	4	3.8	NA	0.0377	NA
245	sp7	GMI	0.4	0.8	NA	not_detected	NA
245	sp8	GSH	4.1	4.7	NA	0.0294	NA
246	sp1	VAN	1.8	1.9	NA	0.0004	0.039
246	sp2	VMY	1.4	2.1	NA	0.002	NA
246	sp3	VCO	3.3	3.6	NA	0.0093	NA
246	sp4	VVI	0.8	0.6	NA	0.0008	NA
246	sp5	VMA	2.3	3.3	NA	0.0052	NA
246	sp6	PJA	3.4	3.8	NA	0.0328	NA
246	sp7	GMI	0.4	0.5	NA	not_detected	NA
246	sp8	GSH	3	2.9	NA	0.0057	NA
247	sp1	VAN	2.5	2.7	NA	0.0027	NA
247	sp2	VAN	1.8	2	NA	0.0019	NA
247	sp3	VAN	0.7	1.1	NA	0.001	NA
247	sp4	VAN	2	2.1	NA	0.0013	NA
247	sp5	VAN	0.9	1.2	NA	0.0009	NA
247	sp6	VAN	1	1.3	NA	0.0004	NA
247	sp7	VAN	1.1	1.3	NA	0.0006	NA
247	sp8	VAN	1.1	1.3	NA	0.0012	NA
248	sp1	GPR	1.4	1.8	NA	0.0032	NA
248	sp2	GPR	1.2	2.1	NA	0.0045	NA
248	sp3	GPR	0.9	1.5	NA	0.003	NA
248	sp4	GPR	1.1	1.1	NA	0.0019	NA
248	sp5	GPR	0.4	0.7	NA	0.0006	NA
248	sp6	GPR	0.7	1.4	NA	0.0009	NA
248	sp7	GPR	0.6	1.5	NA	0.0021	NA
248	sp8	GPR	1.2	1.6	NA	0.0017	NA
249	sp1	CVU	1	1.1	NA	not_detected	0.0024
249	sp2	CVU	0.7	1.1	NA	0.002	NA
249	sp3	CVU	0.9	1	NA	0.0008	NA
249	sp4	CVU	0.5	0.8	NA	not_detected	NA
249	sp5	CVU	0.5	0.6	NA	not_detected	NA
249	sp6	CVU	0.7	1	NA	not_detected	NA
249	sp7	CVU	0.9	1.1	NA	0.0004	NA
249	sp8	CVU	0.7	0.9	NA	not_detected	NA
250	sp1	VMY	1.7	2.1	NA	0.0036	0.0171
250	sp2	VMY	0.9	1.3	NA	0.0017	NA
250	sp3	VMY	1	1.2	NA	0.0015	NA
250	sp4	VMY	0.8	0.8	NA	0.0013	NA
250	sp5	VMY	1.2	1.3	NA	0.0015	NA
250	sp6	VMY	1.1	1.1	NA	0.0005	NA
250	sp7	VMY	2.6	2.6	NA	0.0137	NA
250	sp8	VMY	0.6	0.8	NA	0.0014	NA
251	sp1	VCO	2.7	2.6	NA	0.0039	NA
251	sp2	VCO	1.1	1.9	NA	0.0019	NA
251	sp3	VCO	1.5	2.1	NA	0.0025	NA
251	sp4	VCO	1.5	1.6	NA	0.002	NA
251	sp5	VCO	2	2.2	NA	0.0034	NA
251	sp6	VCO	2.3	2.2	dead	0.0019	NA
251	sp7	VCO	2.8	3.1	NA	0.0031	NA
251	sp8	VCO	2	2.6	NA	0.0026	NA
252	sp1	VVI	1.8	1.9	NA	0.0018	NA
252	sp2	VVI	1.7	2.3	NA	0.0031	NA
252	sp3	VVI	1.2	1.6	NA	0.0007	NA
252	sp4	VVI	1.4	2	NA	0.0035	NA
252	sp5	VVI	1.8	2	NA	0.0019	NA
252	sp6	VVI	1.1	1.6	NA	0.0014	NA
252	sp7	VVI	1	1.4	NA	0.0011	NA
252	sp8	VVI	1.5	2.1	NA	0.0018	NA
253	sp1	VMA	5.1	5.5	NA	0.0088	0.0746
253	sp2	VMA	2.3	2.4	NA	0.0024	NA
253	sp3	VMA	3.7	4.1	NA	0.008	NA
253	sp4	VMA	2.6	2.7	NA	0.0043	NA
253	sp5	VMA	2.2	2.5	NA	0.0028	NA
253	sp6	VMA	3.4	3.6	NA	0.0039	NA
253	sp7	VMA	1.7	2	NA	0.0026	NA
253	sp8	VMA	2.2	2.7	NA	0.0022	NA
254	sp1	PJA	4.9	4.5	NA	0.0764	0.2718
254	sp2	PJA	4.7	4.9	NA	0.0493	NA
254	sp3	PJA	4.4	4.4	NA	0.0415	NA
254	sp4	PJA	3	3	NA	0.0072	NA
254	sp5	PJA	5.1	5.1	NA	0.0766	NA
254	sp6	PJA	3.4	3.4	NA	0.0122	NA
254	sp7	PJA	2.5	2.8	NA	0.0091	NA
254	sp8	PJA	4	4	NA	0.0329	NA
255	sp1	KLA	0.6	0.6	NA	not_detected	0.0013
255	sp2	KLA	0.4	0.5	dead	not_detected	NA
255	sp3	KLA	0.5	0.5	NA	not_detected	NA
255	sp4	KLA	0.4	0.5	NA	0.0005	NA
255	sp5	KLA	0.4	0.4	NA	not_detected	NA
255	sp6	KLA	0.3	0.5	NA	not_detected	NA
255	sp7	KLA	0.5	0.5	NA	not_detected	NA
255	sp8	KLA	0.4	0.5	NA	0.0006	NA
256	sp1	GMI	0.4	0.6	NA	not_detected	0.001
256	sp2	GMI	0.3	0.3	NA	not_detected	NA
256	sp3	GMI	0.6	0.6	NA	not_detected	NA
256	sp4	GMI	0.7	0.7	NA	not_detected	NA
256	sp5	GMI	1	1	NA	not_detected	NA
256	sp6	GMI	0.9	0.8	NA	not_detected	NA
256	sp7	GMI	0.4	0.5	NA	not_detected	NA
256	sp8	GMI	0.7	0.8	dead	not_detected	NA
257	sp1	GSH	1.1	1.9	NA	0.0005	NA
257	sp2	GSH	2.2	2.6	sick	0.0016	NA
257	sp3	GSH	0.3	0.7	NA	not_detected	NA
257	sp4	GSH	4	4.2	NA	0.0257	NA
257	sp5	GSH	0.5	0.5	NA	0.0004	NA
257	sp6	GSH	0.6	1.2	NA	0.0006	NA
257	sp7	GSH	1.2	1.6	NA	0.001	NA
257	sp8	GSH	1.3	1.9	sick	0.0011	NA
258	sp1	VAN	0.6	0.9	NA	0.0009	NA
258	sp2	VAN	1.7	2.2	NA	0.0034	NA
258	sp3	VAN	1.4	1.4	NA	0.0019	NA
258	sp4	VAN	2	1.8	NA	0.0017	NA
258	sp5	VAN	0.5	0.7	NA	0.0007	NA
258	sp6	VAN	2.2	2.9	NA	0.0035	NA
258	sp7	VAN	2.1	2.6	NA	0.0026	NA
258	sp8	VAN	0.9	1.2	NA	0.0012	NA
259	sp1	GPR	0.8	1.1	NA	0.0016	NA
259	sp2	GPR	1.2	1.4	NA	0.003	NA
259	sp3	GPR	1.6	1.5	dead	0.0014	NA
259	sp4	GPR	1.6	1.6	NA	0.0035	NA
259	sp5	GPR	1.1	1	NA	0.002	NA
259	sp6	GPR	1.6	1.6	NA	0.0033	NA
259	sp7	GPR	1.7	1.7	NA	0.002	NA
259	sp8	GPR	0.8	1.3	NA	0.0032	NA
260	sp1	CVU	1	1.2	NA	0.001	NA
260	sp2	CVU	0.8	0.8	NA	0.0005	NA
260	sp3	CVU	1.5	2.2	NA	0.0026	NA
260	sp4	CVU	1.2	1.8	NA	0.0015	NA
260	sp5	CVU	1.3	2.2	NA	0.0094	NA
260	sp6	CVU	0.9	1.2	NA	0.0006	NA
260	sp7	CVU	0.9	NA	no_plant	NA	NA
260	sp8	CVU	0.8	1	NA	not_detected	NA
261	sp1	VMY	1.4	1.5	NA	0.0023	NA
261	sp2	VMY	0.4	NA	no_plant	NA	NA
261	sp3	VMY	3.1	3.7	NA	0.0103	NA
261	sp4	VMY	2.3	2.2	no_leaves	0.0039	NA
261	sp5	VMY	3.5	3.1	NA	0.0062	NA
261	sp6	VMY	0.8	1.1	NA	0.0015	NA
261	sp7	VMY	2.2	2.2	NA	0.005	NA
261	sp8	VMY	0.9	1.2	NA	0.0007	NA
262	sp1	VCO	3.4	4	NA	0.0082	NA
262	sp2	VCO	1	2.3	NA	0.0019	NA
262	sp3	VCO	1.5	2	NA	0.0041	NA
262	sp4	VCO	1.9	2.2	NA	0.0024	NA
262	sp5	VCO	1.9	2.6	NA	0.0037	NA
262	sp6	VCO	3.2	4	NA	0.0057	NA
262	sp7	VCO	1.9	2	dead	0.0019	NA
262	sp8	VCO	2.4	1.8	dead	0.0018	NA
263	sp1	VVI	1.9	2.3	NA	0.002	NA
263	sp2	VVI	1.4	1.6	NA	not_detected	NA
263	sp3	VVI	1	1.1	NA	0.0005	NA
263	sp4	VVI	1.8	2.1	NA	0.0013	NA
263	sp5	VVI	0.3	0.5	NA	0.001	NA
263	sp6	VVI	1.3	1.5	NA	0.0016	NA
263	sp7	VVI	1.2	1.3	NA	0.0008	NA
263	sp8	VVI	1.2	1.1	NA	0.0008	NA
264	sp1	VMA	2.3	2.7	NA	0.0052	NA
264	sp2	VMA	2.4	2.6	NA	0.0033	NA
264	sp3	VMA	2.7	3.5	NA	0.0061	NA
264	sp4	VMA	3.5	3.6	NA	0.0042	NA
264	sp5	VMA	4.1	4.5	NA	0.0096	NA
264	sp6	VMA	4	4.2	NA	0.0062	NA
264	sp7	VMA	3.3	3.8	NA	0.0042	NA
264	sp8	VMA	2.2	2.6	NA	0.0088	NA
265	sp1	PJA	3.5	3.9	NA	0.0801	0.2008
265	sp2	PJA	2.3	2.8	NA	0.0083	NA
265	sp3	PJA	2.7	3.2	NA	0.0384	NA
265	sp4	PJA	5.3	5	NA	0.0613	NA
265	sp5	PJA	1	1.1	NA	0.0029	NA
265	sp6	PJA	0.5	0.7	NA	0.0015	not_detected
265	sp7	PJA	3.4	3.5	NA	0.0416	NA
265	sp8	PJA	2.3	2.5	NA	0.0138	NA
266	sp1	KLA	1.7	0.6	NA	0.0016	NA
266	sp2	KLA	0.9	0.8	NA	0.0026	NA
266	sp3	KLA	0.5	1.2	NA	0.0026	NA
266	sp4	KLA	0.8	1	NA	0.003	NA
266	sp5	KLA	0.5	0.6	NA	0.0011	NA
266	sp6	KLA	0.7	1.1	NA	0.0012	NA
266	sp7	KLA	0.4	0.8	NA	not_detected	NA
266	sp8	KLA	0.4	0.5	NA	not_detected	NA
267	sp1	GMI	0.4	0.6	NA	not_detected	NA
267	sp2	GMI	0.2	0.6	NA	not_detected	NA
267	sp3	GMI	0.3	0.5	NA	not_detected	NA
267	sp4	GMI	0.6	0.7	NA	not_detected	NA
267	sp5	GMI	0.4	0.6	NA	not_detected	NA
267	sp6	GMI	0.5	1	NA	0.0004	NA
267	sp7	GMI	0.9	1	NA	not_detected	NA
267	sp8	GMI	0.4	NA	no_plant	NA	NA
268	sp1	GSH	0.9	1.1	NA	0.0006	NA
268	sp2	GSH	4.8	4.7	NA	0.0089	NA
268	sp3	GSH	1	1.1	NA	0.0014	NA
268	sp4	GSH	4.9	4.9	NA	0.0096	NA
268	sp5	GSH	1	1	NA	0.001	NA
268	sp6	GSH	0.6	0.4	NA	0.0004	NA
268	sp7	GSH	0.8	1.3	NA	0.0009	NA
268	sp8	GSH	1	1.4	NA	0.0009	NA
269	sp1	VAN	0.9	1.5	NA	0.0007	NA
269	sp2	VAN	1.8	2.4	NA	0.0019	NA
269	sp3	VAN	0.8	1.2	NA	0.0017	NA
269	sp4	VAN	1.5	1.9	NA	0.0021	NA
269	sp5	VAN	1.2	1.4	NA	0.0019	NA
269	sp6	VAN	0.9	1.1	NA	0.0014	NA
269	sp7	VAN	1.9	2	NA	0.0024	NA
269	sp8	VAN	0.9	1.2	NA	0.0009	NA
270	sp1	GPR	0.8	1.3	NA	0.0015	NA
270	sp2	GPR	0.6	1	NA	0.0007	NA
270	sp3	GPR	1	1.4	NA	0.0015	NA
270	sp4	GPR	0.8	1.2	NA	0.0015	NA
270	sp5	GPR	0.7	1.6	NA	0.002	NA
270	sp6	GPR	0.7	1.3	NA	0.0026	NA
270	sp7	GPR	1	1.1	NA	0.0018	NA
270	sp8	GPR	1.4	1.7	NA	0.0031	NA
271	sp1	CVU	0.8	0.9	NA	0.0006	NA
271	sp2	CVU	1.5	1.6	NA	0.0015	NA
271	sp3	CVU	1.8	2.1	NA	0.002	NA
271	sp4	CVU	1.4	1.8	NA	0.0017	NA
271	sp5	CVU	1.5	1.6	NA	0.0022	NA
271	sp6	CVU	1.6	1.2	NA	0.0012	NA
271	sp7	CVU	1.4	2.1	NA	0.0014	NA
271	sp8	CVU	1	1	NA	0.0007	NA
272	sp1	VMY	1	1.2	NA	0.002	0.0134
272	sp2	VMY	1.5	1.6	NA	0.0014	NA
272	sp3	VMY	0.4	0.7	NA	0.0005	NA
272	sp4	VMY	1.1	1.2	NA	0.0017	NA
272	sp5	VMY	1.7	2	NA	0.0032	NA
272	sp6	VMY	1.9	2	NA	0.0012	NA
272	sp7	VMY	0.5	1.1	NA	0.0013	NA
272	sp8	VMY	0.8	1.2	NA	0.0001	NA
273	sp1	VCO	1.4	1.2	dead	0.0009	NA
273	sp2	VCO	1.5	2.2	NA	0.0025	NA
273	sp3	VCO	1.6	1.8	NA	0.0022	NA
273	sp4	VCO	1	1.8	NA	0.0021	NA
273	sp5	VCO	2	2	NA	0.0045	NA
273	sp6	VCO	2.5	2.7	NA	0.0056	NA
273	sp7	VCO	2.3	2.3	NA	0.0073	NA
273	sp8	VCO	4	4	NA	0.009	NA
274	sp1	VVI	0.8	0.9	NA	0.0006	NA
274	sp2	VVI	1.4	1.9	NA	0.0013	NA
274	sp3	VVI	1.2	1.2	NA	0.0014	NA
274	sp4	VVI	1.4	1.5	no_leaves	0.0019	NA
274	sp5	VVI	1.8	2.4	NA	0.0019	NA
274	sp6	VVI	1.6	1.9	NA	0.0017	NA
274	sp7	VVI	1.7	1.5	NA	0.0019	NA
274	sp8	VVI	1.4	NA	no_plant	NA	NA
275	sp1	VMA	2.6	3.2	NA	0.0031	0.0463
275	sp2	VMA	3.1	3.7	NA	0.005	NA
275	sp3	VMA	3.5	4	NA	0.0041	NA
275	sp4	VMA	2.8	3.5	NA	0.006	NA
275	sp5	VMA	2.2	2.9	NA	0.0028	NA
275	sp6	VMA	3.5	4.1	NA	0.0082	NA
275	sp7	VMA	2	2.8	NA	0.0025	NA
275	sp8	VMA	2.5	3.1	NA	0.0039	NA
276	sp1	PJA	5.3	5.4	NA	0.0981	NA
276	sp2	PJA	3.6	3.7	NA	0.0212	NA
276	sp3	PJA	6.4	5.5	NA	0.0762	NA
276	sp4	PJA	3.2	3.5	NA	0.0183	NA
276	sp5	PJA	2.7	3.1	NA	0.02	NA
276	sp6	PJA	0.9	0.9	NA	0.0016	NA
276	sp7	PJA	3.7	3	NA	0.0102	NA
276	sp8	PJA	2	2.2	NA	0.0108	NA
277	sp1	KLA	0.2	0.6	NA	0.0005	NA
277	sp2	KLA	0.6	0.6	NA	0.0005	NA
277	sp3	KLA	0.9	1	NA	not_detected	NA
277	sp4	KLA	0.7	0.7	NA	not_detected	NA
277	sp5	KLA	0.8	0.8	NA	0.0008	NA
277	sp6	KLA	0.3	0.4	NA	not_detected	NA
277	sp7	KLA	0.3	NA	no_plant	NA	NA
277	sp8	KLA	0.3	0.6	NA	not_detected	NA
278	sp1	GMI	0.1	0.5	NA	not_detected	NA
278	sp2	GMI	0.4	0.5	NA	not_detected	NA
278	sp3	GMI	0.3	0.6	NA	not_detected	NA
278	sp4	GMI	0.3	0.6	NA	not_detected	NA
278	sp5	GMI	0.2	0.4	NA	NA	NA
278	sp6	GMI	0.5	0.8	NA	not_detected	NA
278	sp7	GMI	0.3	0.4	dead	not_detected	NA
278	sp8	GMI	0.3	0.6	NA	not_detected	NA
279	sp1	GSH	1.6	1.9	NA	0.0013	0.0127
279	sp2	GSH	1.9	1.6	NA	0.0007	NA
279	sp3	GSH	3.9	3.9	NA	0.0067	NA
279	sp4	GSH	1.3	1.4	NA	0.0008	NA
279	sp5	GSH	1.1	1.3	NA	not_detected	NA
279	sp6	GSH	1.5	1.3	sick	0.001	NA
279	sp7	GSH	6.4	6.2	sick	0.0133	NA
279	sp8	GSH	4	4	NA	0.0108	NA
280	sp1	VAN	1.8	1.5	NA	0.0011	NA
280	sp2	CVU	1.1	NA	no_plant	NA	NA
280	sp3	VAN	0.8	1.1	NA	0.0013	NA
280	sp4	CVU	0.7	1.1	NA	0.0006	NA
280	sp5	VAN	0.8	1.3	NA	0.0011	NA
280	sp6	CVU	0.6	0.9	NA	0.0004	NA
280	sp7	VAN	1.3	2	NA	0.001	NA
280	sp8	CVU	0.6	0.6	NA	not_detected	NA
281	sp1	VAN	3.9	4	no_leaves	0.006	0.0415
281	sp2	VCO	3	3.3	NA	0.0044	NA
281	sp3	VAN	0.7	0.8	NA	not_detected	NA
281	sp4	VCO	1.3	1.7	NA	0.0052	NA
281	sp5	VAN	0.7	1.6	NA	0.0011	NA
281	sp6	VCO	1.6	2.1	NA	0.0029	NA
281	sp7	VAN	1.1	1.5	NA	0.0007	NA
281	sp8	VCO	3.2	3.5	NA	0.0066	NA
282	sp1	VAN	1.7	1.7	NA	0.0013	NA
282	sp2	VVI	1.9	2	NA	0.0024	NA
282	sp3	VAN	1	1.1	NA	0.001	NA
282	sp4	VVI	0.9	1.2	NA	0.0011	NA
282	sp5	VAN	1.1	1.2	NA	0.0012	NA
282	sp6	VVI	1.7	1.9	NA	0.0025	NA
282	sp7	VAN	5.4	6	dead;no_leaves	0.0383	NA
282	sp8	VVI	2.2	2.1	NA	0.0027	NA
283	sp1	GPR	1.9	2.2	NA	0.0036	0.0442
283	sp2	VMA	3.8	4.6	NA	0.008	NA
283	sp3	GPR	1.1	1.4	NA	0.0018	NA
283	sp4	VMA	3.3	3.4	NA	0.006	NA
283	sp5	GPR	1.2	1.3	NA	0.0019	NA
283	sp6	VMA	2.9	3.1	NA	0.0045	NA
283	sp7	GPR	0.6	1.1	NA	0.0028	NA
283	sp8	VMA	3.4	4.8	NA	0.0069	NA
284	sp1	GPR	1.3	1.4	NA	0.0019	0.0835
284	sp2	KLA	1.7	2.8	NA	0.028	NA
284	sp3	GPR	1.3	1.9	NA	0.002	NA
284	sp4	KLA	1.5	2	NA	0.0134	NA
284	sp5	GPR	0.7	1.2	NA	0.0008	NA
284	sp6	KLA	1.9	2	NA	0.0161	NA
284	sp7	GPR	1	1.7	NA	0.0019	NA
284	sp8	KLA	2.9	3.5	NA	0.0181	NA
285	sp1	GPR	1.4	1.5	NA	0.0032	NA
285	sp2	GMI	0.5	0.6	NA	not_detected	NA
285	sp3	GPR	0.9	1	NA	0.0011	NA
285	sp4	GMI	0.7	0.6	NA	0.001	NA
285	sp5	GPR	0.8	1.3	NA	0.0021	NA
285	sp6	GMI	0.7	0.7	NA	not_detected	NA
285	sp7	GPR	0.8	0.9	NA	0.0009	NA
285	sp8	GMI	0.5	0.6	NA	0.0006	NA
286	sp1	VAN	1.5	1.9	NA	0.0047	NA
286	sp2	GSH	1.2	1.6	NA	0.0012	NA
286	sp3	VAN	2.9	3.1	NA	0.0074	NA
286	sp4	GSH	5.3	5.5	NA	0.0266	NA
286	sp5	VAN	5	5.7	NA	0.0147	NA
286	sp6	GSH	6	6.5	NA	0.0267	NA
286	sp7	VAN	1.1	1.2	NA	0.0009	NA
286	sp8	GSH	2.1	2.5	NA	0.0044	NA
287	sp1	VMY	1.1	1.4	NA	not_detected	NA
287	sp2	VCO	2.5	3	NA	0.0045	NA
287	sp3	VMY	4	4	NA	0.0232	NA
287	sp4	VCO	3	3.4	NA	0.0085	NA
287	sp5	VMY	1.1	1.6	NA	0.0019	NA
287	sp6	VCO	2.2	3	no_leaves	0.0039	NA
287	sp7	VMY	5	4.2	NA	0.0268	NA
287	sp8	VCO	2.5	2.7	NA	0.003	NA
288	sp1	VMY	1.1	1.9	NA	0.0019	NA
288	sp2	VVI	0.9	1.4	NA	0.0013	NA
288	sp3	VMY	1.5	2.2	NA	0.0013	NA
288	sp4	VVI	1.4	1.5	NA	0.0014	NA
288	sp5	VMY	1	1.6	NA	0.0016	NA
288	sp6	VVI	1	1.7	NA	0.0011	NA
288	sp7	VMY	1.7	2.3	NA	0.0068	NA
288	sp8	VVI	1.8	2.2	NA	0.0013	NA
289	sp1	CVU	0.5	0.7	NA	not_detected	NA
289	sp2	VMA	1.4	1.5	NA	0.0007	NA
289	sp3	CVU	0.6	0.9	NA	0.0006	NA
289	sp4	VMA	1.2	1.2	NA	not_detected	NA
289	sp5	CVU	4.2	4.9	NA	0.024	NA
289	sp6	VMA	1.3	1.3	NA	0.0007	NA
289	sp7	CVU	1	1.1	NA	0.0007	NA
289	sp8	VMA	1.8	1.8	NA	not_detected	NA
290	sp1	CVU	0.6	0.9	NA	not_detected	NA
290	sp2	KLA	2.5	3	NA	0.0286	NA
290	sp3	CVU	0.5	0.7	NA	0.0007	NA
290	sp4	KLA	4.4	5	NA	0.0673	NA
290	sp5	CVU	3.6	3.9	NA	0.016	NA
290	sp6	KLA	3.6	4	NA	0.0649	NA
290	sp7	CVU	0.9	1.7	NA	0.0008	NA
290	sp8	KLA	0.6	1.1	NA	0.0015	NA
291	sp1	VMY	1.4	1.9	NA	0.0019	NA
291	sp2	GMI	0.5	0.5	NA	not_detected	NA
291	sp3	VMY	1.8	1.9	NA	0.0017	NA
291	sp4	GMI	0.3	0.5	NA	not_detected	NA
291	sp5	VMY	1.5	1.9	NA	0.0014	NA
291	sp6	GMI	1	0.9	NA	not_detected	NA
291	sp7	VMY	1.1	1.3	NA	0.0013	NA
291	sp8	GMI	0.5	0.7	NA	not_detected	NA
292	sp1	VMY	1.3	1.6	NA	0.0024	0.0112
292	sp2	GSH	1	1.8	NA	0.0013	NA
292	sp3	VMY	1	1.5	NA	0.0023	NA
292	sp4	GSH	3.6	3.6	NA	0.0095	NA
292	sp5	VMY	0.6	0.7	NA	0.0012	NA
292	sp6	GSH	1.2	1.4	NA	0.0024	NA
292	sp7	VMY	0.9	1.2	NA	0.0013	NA
292	sp8	GSH	1.3	1.8	NA	0.0013	NA
293	sp1	VCO	4	1.9	NA	0.0012	NA
293	sp2	VVI	1.2	2.1	NA	0.0011	NA
293	sp3	VCO	1.4	1.5	NA	0.0015	NA
293	sp4	VVI	1.6	2.5	NA	0.0041	NA
293	sp5	VCO	3	1.7	NA	0.0012	NA
293	sp6	VVI	1	3.5	NA	0.0055	NA
293	sp7	VCO	3.3	0.9	NA	0.0005	NA
293	sp8	VVI	1.8	2	NA	0.0017	NA
294	sp1	VCO	1.4	1.6	NA	0.0017	NA
294	sp2	VMA	2.5	2.5	NA	0.0029	NA
294	sp3	VCO	1.8	1.9	NA	0.0032	NA
294	sp4	VMA	2.1	2.2	NA	0.0028	NA
294	sp5	VCO	2.3	2.5	NA	0.0038	NA
294	sp6	VMA	2.6	3.3	NA	0.0075	NA
294	sp7	VCO	2	1.5	no_leaves	0.002	NA
294	sp8	VMA	3.9	4.4	NA	0.0058	NA
295	sp1	VCO	1.8	2.6	NA	0.0045	0.0956
295	sp2	PJA	3.5	4.1	NA	0.0302	NA
295	sp3	VCO	2	2.1	NA	0.0023	NA
295	sp4	PJA	0.6	1.4	NA	0.0031	NA
295	sp5	VCO	1.6	1.7	dead	0.0016	NA
295	sp6	PJA	1.3	2	NA	0.0033	NA
295	sp7	VCO	2.9	3.2	NA	0.0047	NA
295	sp8	PJA	3.4	4	NA	0.0348	NA
296	sp1	VCO	1.9	1.8	sick	0.0012	0.0065
296	sp2	GMI	0.3	0.5	NA	0.0007	NA
296	sp3	VCO	1.6	2	NA	0.0028	NA
296	sp4	GMI	0.3	0.4	NA	0.0004	NA
296	sp5	VCO	3.2	3.3	NA	0.0061	NA
296	sp6	GMI	0.2	0.3	NA	not_detected	NA
296	sp7	VCO	3.3	3.2	NA	0.0038	NA
296	sp8	GMI	0.4	0.6	NA	not_detected	NA
297	sp1	VCO	3.2	4	NA	0.0075	0.1104
297	sp2	GSH	4.3	5	NA	0.0077	NA
297	sp3	VCO	2.8	3.3	NA	0.0085	NA
297	sp4	GSH	2.6	3.5	NA	0.0054	NA
297	sp5	VCO	2.6	3.3	no_leaves	0.0043	NA
297	sp6	GSH	1.3	1.6	NA	0.0007	NA
297	sp7	VCO	3.2	3.6	NA	0.0036	NA
297	sp8	GSH	7.4	9.2	NA	0.1003	NA
298	sp1	VVI	1	1	NA	0.001	0.0284
298	sp2	VMA	3	3.4	NA	0.0055	NA
298	sp3	VVI	1.1	1.4	NA	0.0016	NA
298	sp4	VMA	2.3	1.5	NA	0.0011	NA
298	sp5	VVI	1.6	1.6	NA	0.0008	NA
298	sp6	VMA	3.3	4.3	NA	0.0076	NA
298	sp7	VVI	0.9	1	dead	NA	NA
298	sp8	VMA	4.2	5.4	NA	0.009	NA
299	sp1	VVI	1.6	1.9	NA	0.0019	NA
299	sp2	PJA	6.2	6.4	NA	0.0846	NA
299	sp3	VVI	1.8	2.7	NA	0.0036	NA
299	sp4	PJA	1.9	2.2	NA	0.0058	NA
299	sp5	VVI	1.2	1.5	NA	0.0015	NA
299	sp6	PJA	5.6	5.9	NA	0.1173	NA
299	sp7	VVI	1.2	1.4	NA	0.001	NA
299	sp8	PJA	2	2	NA	0.0108	NA
300	sp1	VVI	1.3	1.7	NA	0.0008	NA
300	sp2	GMI	0.4	0.4	NA	not_detected	NA
300	sp3	VVI	1.3	1.6	NA	0.0026	NA
300	sp4	GMI	0.4	0.5	NA	not_detected	NA
300	sp5	VVI	1.4	1.3	NA	0.0012	NA
300	sp6	GMI	0.4	0.3	NA	not_detected	NA
300	sp7	VVI	1.6	1.8	NA	0.0014	NA
300	sp8	GMI	0.2	0.3	NA	not_detected	NA
301	sp1	VVI	0.9	1.7	NA	0.0014	0.0495
301	sp2	GSH	0.7	1.4	NA	0.0011	NA
301	sp3	VVI	0.6	1	NA	0.0014	NA
301	sp4	GSH	4.4	4.9	NA	0.0198	NA
301	sp5	VVI	1.5	2	NA	0.0016	NA
301	sp6	GSH	3.2	3.6	NA	0.0153	NA
301	sp7	VVI	1.1	1.6	NA	0.0011	NA
301	sp8	GSH	7	7.8	NA	0.0584	NA
302	sp1	VMA	2.6	3.9	NA	0.0056	NA
302	sp2	KLA	1	2	NA	0.0099	NA
302	sp3	VMA	2.6	2.6	NA	0.0029	NA
302	sp4	KLA	1.6	1.6	NA	0.0169	NA
302	sp5	VMA	3.5	3.7	NA	0.0084	NA
302	sp6	KLA	0.8	2.2	NA	0.0046	NA
302	sp7	VMA	1.8	1.8	NA	0.0016	NA
302	sp8	KLA	4.2	4.4	NA	0.1109	NA
303	sp1	VMA	2.7	3.2	NA	0.0055	NA
303	sp2	GMI	0.5	0.7	NA	not_detected	NA
303	sp3	VMA	2	2.1	NA	0.0039	NA
303	sp4	GMI	0.5	1.1	NA	0.0017	NA
303	sp5	VMA	1.7	2.4	NA	0.0017	NA
303	sp6	GMI	0.5	0.2	sick	not_detected	NA
303	sp7	VMA	2.5	3.2	NA	0.0073	NA
303	sp8	GMI	0.6	0.6	NA	not_detected	NA
304	sp1	VMA	1.9	2.2	NA	0.0053	NA
304	sp2	GSH	3	3	NA	0.0045	NA
304	sp3	VMA	3	3	NA	0.0043	NA
304	sp4	GSH	1.1	1.2	NA	0.0012	NA
304	sp5	VMA	1.5	1.7	NA	0.0045	NA
304	sp6	GSH	8.3	8.4	NA	0.0926	NA
304	sp7	VMA	3	3	NA	0.0072	NA
304	sp8	GSH	3.8	3.8	NA	0.0125	NA
305	sp1	KLA	3.5	2.8	NA	0.023	NA
305	sp2	GMI	0.6	0.8	NA	0.0009	NA
305	sp3	KLA	0.5	0.6	NA	0.0015	NA
305	sp4	GMI	0.4	0.4	NA	not_detected	NA
305	sp5	KLA	2.7	2.3	NA	0.0209	NA
305	sp6	GMI	0.6	0.8	NA	0.0007	NA
305	sp7	KLA	0.9	1	NA	0.004	NA
305	sp8	GMI	0.3	0.5	NA	not_detected	NA
306	sp1	PJA	4.2	4.2	NA	0.0728	NA
306	sp2	GSH	1.6	2.2	NA	0.0013	NA
